,identifier,principal_component_1,principal_component_2,iso_forest_scores,iso_forest_outliers
2911,22035,4.649448131958201,0.3504266909373867,-0.06152054602611523,Yes
2912,22035,4.262096504126596,0.13810097416259107,-0.013982572299853557,Yes
2913,22035,4.4845345211981975,-0.18159575836792521,-0.02667134334952559,Yes
2914,22035,4.405917222520581,0.5502795653249515,-0.05998876597032221,Yes
2915,22037,3.712286069397606,-0.6362482339548374,0.0706514671791253,No
2916,22037,3.0865795940875578,-0.47502715108382537,0.11767475582287795,No
2917,22037,2.7604886667301543,-0.2209190174492801,0.12478830527311502,No
2918,22037,3.1454096670702705,-0.4793475360073922,0.11254745549500988,No
2919,22039,-0.6355431378050023,-0.15583373335955836,0.2186269769757933,No
2920,22039,-0.9846817031889865,0.5230108834989957,0.15502076045348373,No
2921,22039,0.9906395504971639,-0.7018749098857177,0.172484493399793,No
2922,22039,-0.500995988004121,-0.6203545122456438,0.22382940432115545,No
2923,22040,2.6327946407739446,-0.13957959801499686,0.1269724159621088,No
2924,22040,2.597077990836918,-0.12835646991759914,0.1270081416327421,No
2925,22040,0.9325173053503368,-0.3192025353944173,0.18299892041149124,No
2926,22040,1.171393624462699,-0.5949995685682739,0.17987879614973384,No
2927,22047,1.4094738357751053,-0.4950473225125547,0.17545879564319172,No
2928,22047,1.3969958986550894,-0.5365816380797732,0.17015534760084772,No
2929,22047,-0.22624336165954886,-0.45116358480829033,0.22647805002379418,No
2930,22047,0.5996648466302528,-0.4485839180774876,0.19406173109274555,No
2931,22155,-1.3165967591637984,3.342268354395102,0.02816023083824737,No
2932,22155,-0.575517494855415,3.653260365408061,0.03762813147739874,No
2933,22182,3.2979312580415305,0.14938776417615543,0.0849418470980059,No
2934,22182,3.120298382862063,0.43869294343530696,0.08133121833495705,No
2935,22182,2.3901289946890416,0.495276884761346,0.09544169035349592,No
2936,22182,2.670301610991,0.38951582575445565,0.09100439039401054,No
2937,22207,-0.9340336049436823,-0.5452288961650634,0.23089288289807908,No
2938,22207,0.41605471643318664,-0.5625892132640979,0.20071274572624603,No
2939,22207,-0.8715218793503662,-0.43938305821740226,0.22998060052569003,No
2940,22207,-0.13575466004019632,-0.3054332358876586,0.21830306594677756,No
2941,22260,-1.5271994406873555,-0.7378688628963835,0.20604437418492078,No
2942,22260,-1.5377465443472196,-0.7473498912353805,0.20150619134014608,No
2943,22260,-1.5601741783649579,-0.7720205424847847,0.19931678564036853,No
2944,22260,-1.1441447121858388,-0.7859434081978928,0.22265658267811617,No
2945,22325,-0.6281505973571069,-1.0345643205517647,0.1765923816975174,No
2946,22325,-0.6478699188312783,-1.0428933213740723,0.17629238120149016,No
2947,22325,-0.6833566669166776,-1.0419722572805616,0.17735904104782668,No
2948,22325,-0.14960316087333156,-1.0758253692895219,0.15200403688829683,No
2949,22447,1.566946810033546,0.9024035023607779,0.09110775420557027,No
2950,22447,2.0167263861187967,0.3447046951892978,0.11677633081207456,No
2951,22447,0.7325066783135327,0.47571002101700544,0.14645900229104414,No
2952,22447,0.5669760484231349,1.9433791846515183,0.06881843201724169,No
2953,22583,-0.9764211694737494,1.0760309099954335,0.13685083754548955,No
2954,22583,-0.2885943919781068,0.8215013461556552,0.13262051763899751,No
2955,22603,-0.6985757601725835,-0.6666175900757655,0.23109346028121291,No
2956,22603,-0.9302292199375944,-0.7518999828518536,0.2206823187528711,No
2957,22603,-0.9201389433306103,-0.8292415905669063,0.21284364356112356,No
2958,22603,0.32985291361954217,-0.7829759761685291,0.19726826231988165,No
2959,22632,0.3299599104158369,-0.6526529064306762,0.2112606103335481,No
2960,22632,-0.04326556221380064,-0.5585105917162662,0.21356926717322705,No
2961,22632,1.1213321525965987,-0.6153887403507001,0.1792852413921886,No
2962,22632,0.548214617406154,-0.5074733452755882,0.19322233435236374,No
2963,22653,-0.8703610704228283,-0.6723316053213477,0.230931623772679,No
2964,22653,-1.0049120291980722,-0.6323914193964443,0.23279833612414313,No
2965,22653,0.3573693445318613,-0.5498523280820229,0.21097929617881916,No
2966,22653,1.013882968448147,-0.5371276728971526,0.177616679568583,No
2967,22672,0.7316127055625397,1.2993438333464764,0.09405716826483457,No
2968,22672,-0.6181517768041994,1.185679219161307,0.12766123458856699,No
2969,22672,1.6352425672574247,1.8467834745917644,0.02773626118426975,No
2970,22672,-0.10805970964019954,2.3073874982720457,0.06966820238399407,No
2971,22708,0.24260623304964493,-0.6277525562966831,0.21792422587089005,No
2972,22708,0.44947282618232975,-0.5724810211910227,0.1981324124698317,No
2973,22708,-0.041119366627284236,-0.5016413556422332,0.21551118320956564,No
2974,22708,0.9472821940527404,-0.7591579157763495,0.16546995878202925,No
2975,22731,0.2392697940774627,0.05612837956315329,0.19449386989310952,No
2976,22731,1.5663344519296767,-0.10183960383178674,0.16134347140250682,No
2977,22731,0.6085998496820118,0.12689071093288762,0.17428559252673104,No
2978,22731,1.3445711250113963,0.36047657578183984,0.13095749703386156,No
2979,22741,1.5582632020236211,-0.37964288444133193,0.17719792220975566,No
2980,22741,-0.9078941547935621,-0.48264637379247943,0.23130789446904426,No
2981,22741,-1.0239383456433062,-0.6387201912977424,0.23243065703410826,No
2982,22741,-0.40660522629331114,-0.523491001387875,0.22614019979070138,No
2983,22815,-1.2191996254856348,-0.5770436890163075,0.22018557525048305,No
2984,22815,-1.1355808373656981,-0.5978548611836076,0.22843622830600413,No
2985,22815,-1.1139568546891496,-0.6288067133712812,0.23027114770148943,No
2986,22815,-0.6356689427152569,-0.7431185416660469,0.22413751811416383,No
2987,22867,3.7725228092324747,1.095246628488553,-0.012926318401537684,Yes
2988,22867,3.4893593153922016,2.103751655422087,-0.0408755495312928,Yes
2989,22867,2.6153412488448606,1.4078152032847695,0.02228385830152757,No
2990,22867,2.7971631161043713,0.7873461067822896,0.06603464794459124,No
2991,23027,-0.42911167530269145,0.09618618322014248,0.19427069062229174,No
2992,23027,-0.5135430835902982,0.06615043990611087,0.19701949541625813,No
2993,23027,-0.5997079527208498,-0.015117824998298598,0.20087759048091708,No
2994,23027,-0.09652851183726441,-0.21810396515301803,0.21286401393720583,No
2995,23071,1.0890942324551103,-0.5398804324469727,0.1773338171402289,No
2996,23071,0.5462279264390847,-0.6660279330429351,0.1929795991289392,No
2997,23071,-1.062478590140877,-0.7258875188345576,0.223473436188993,No
2998,23071,-0.4465354363375732,-0.7525055648624431,0.21856642846036073,No
2999,23083,0.671312942204218,-0.6012830080675013,0.18926130919962603,No
3000,23083,-1.2533011118778732,-0.5283151234353937,0.21648058945410792,No
3001,23083,-1.0250706291566027,-0.5766687508121306,0.2322617003622588,No
3002,23083,-0.3895802664330839,-0.7611747618395875,0.2226714416637917,No
3003,23084,-0.39967980619755833,-0.5223497868051226,0.22760432954277598,No
3004,23084,-0.3212850187672171,-0.5724886956879897,0.22017690416958952,No
3005,23084,0.9526661972512364,-0.6313182654601438,0.182316488378165,No
3006,23084,0.1356411829829806,-0.45833031034399785,0.22083951872226498,No
3007,23119,0.0648060797938504,-0.5331416751782208,0.2151333685397704,No
